address,location,type,price,listing_image,beds,baths,half_baths,square_feet,brokerage,attribution
"104 Graham Avenue, 3, Brooklyn, NY 11206",WILLIAMSBURG,RESIDENTIAL,4583,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/NewTaxi/7711092/mediarouting.vestahub.com/Media/138932372?w=3840&q=75,3,2,Not listed,Not listed,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"171 West 131st Street, 414, Manhattan, NY 10027",HARLEM,CONDO,3200,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/NewTaxi/7710976/mediarouting.vestahub.com/Media/138763128?w=3840&q=75,1,1,Not listed,650,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"172 West 77th Street, 3D, Manhattan, NY 10024",UPPER WEST SIDE,APARTMENT BUILDING,2750,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/default-building-image.jpg?w=3840&q=75,1,1,Not listed,Not listed,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"101 West 27th Street, 4, Manhattan, NY 10001",CHELSEA/HUDSON YARDS,RESIDENTIAL,6800,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/NewTaxi/7710727/mediarouting.vestahub.com/Media/138922029?w=3840&q=75,4,2,Not listed,1400,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"137 West 83rd Street, 3AA, Manhattan, NY 10024",UPPER WEST SIDE,APARTMENT BUILDING,3900,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/NewTaxi/7709959/mediarouting.vestahub.com/Media/138761857?w=3840&q=75,1,Not listed,Not listed,Not listed,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"137 West 83rd Street, 4B, Manhattan, NY 10024",UPPER WEST SIDE,APARTMENT BUILDING,3500,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/NewTaxi/7709956/mediarouting.vestahub.com/Media/138761861?w=3840&q=75,2,1,Not listed,Not listed,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"737 Georgia Avenue, East New York, NY 11207",EAST NEW YORK,RENTAL,2800,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/RealogyMLS/LI:3501802/b7a5b8e98a45df3caf6df87acdefb216?w=3840&q=75,3,1,Not listed,Not listed,Courtesy of Island Advantage Realty Llc,Not listed
"Third Avenue, Manhattan, NY 10010",GRAMERCY,RENTAL,7460,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleVow/2629/28011678?w=3840&q=75,1,1,Not listed,676,Must be registered to view full listing details,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"East 54th Street, Manhattan, NY 10022",SUTTON,RENTAL,7830,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleVow/29241/28400762?w=3840&q=75,2,1,Not listed,1000,Must be registered to view full listing details,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"East 34th Street, Manhattan, NY 10016",MURRAY HILL,RENTAL,8070,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleVow/2628/23245669?w=3840&q=75,2,2,1,965,Must be registered to view full listing details,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"401 East 60th Street, 11D, Manhattan, NY 10065",UPPER EAST SIDE,CONDO,8500,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/NewTaxi/7708599/mediarouting.vestahub.com/Media/138581120?w=3840&q=75,3,3,Not listed,1548,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"221 East 117th Street, Manhattan, NY 10035",EAST HARLEM,SINGLE FAMILY TOWNHOUSE,3050,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/default-building-image.jpg?w=3840&q=75,1,1,Not listed,Not listed,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"West 15th Street, Manhattan, NY 10011",CHELSEA,RENTAL,5750,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleVow/50439/31558528?w=3840&q=75,Not listed,1,Not listed,480,Must be registered to view full listing details,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"East 58th Street, Manhattan, NY 10022",SUTTON,RENTAL,8080,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleVow/47725/22911093?w=3840&q=75,2,2,Not listed,1194,Must be registered to view full listing details,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"1232 Saint Marks Avenue, 2, Brooklyn, NY 11213",CROWN HEIGHTS,APARTMENT BUILDING,2495,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/default-building-image.jpg?w=3840&q=75,2,1,Not listed,Not listed,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"9816 Avenue K, 1A, Brooklyn, NY 11236",CANARSIE,APARTMENT BUILDING,2195,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/default-building-image.jpg?w=3840&q=75,2,1,Not listed,Not listed,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"978 Bedford Avenue, 2, Brooklyn, NY 11205",BEDFORD - STUYVESANT,APARTMENT BUILDING,5122,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/NewTaxi/7711118/mediarouting.vestahub.com/Media/138736878?w=3840&q=75,2,2,Not listed,Not listed,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"64 Granite Street, 1, Brooklyn, NY 11207",BUSHWICK,APARTMENT BUILDING,4975,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/NewTaxi/7711116/mediarouting.vestahub.com/Media/138735031?w=3840&q=75,2,2,Not listed,Not listed,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"1296 E 55th Street, Old Mill Basin, NY 11234",OLD MILL BASIN,RENTAL,2000,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/RealogyMLS/LI:3501645/83555b47e90fe8b6314233da8818039?w=3840&q=75,2,1,Not listed,Not listed,Courtesy of Exp Realty,Not listed
"1559 E 54th St, 2, Old Mill Basin, NY 11234",OLD MILL BASIN,RENTAL,2000,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/RealogyMLS/LI:3501630/c51d19e15beb896be212018186a2c31e?w=3840&q=75,1,1,Not listed,900,Courtesy of Fave Realty Inc,Not listed
"638 Barbey Street, East New York, NY 11207",EAST NEW YORK,RENTAL,3000,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/RealogyMLS/LI:3501503/71963b8d82838bf835b0df8c3c5d95fb?w=3840&q=75,2,1,1,1116,Courtesy of Mark International R E Corp,Not listed
"264 Van Siclen Avenue, 1, East New York, NY 11207",EAST NEW YORK,RENTAL,3500,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/RealogyMLS/LI:3501511/ff64201600e23899f3cf98cae979f2db?w=3840&q=75,3,1,Not listed,Not listed,Courtesy of Howard Hanna Coach,Not listed
"41-05 47th Street, FL, Sunnyside, NY 11104",SUNNYSIDE,RENTAL,3450,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/RealogyMLS/LI:3501508/dba7cf8b5bef1c6f73381b6977f575e7?w=3840&q=75,3,1,Not listed,Not listed,Courtesy of Wagner Kelly Inc,Not listed
"Thompson Street, Manhattan, NY 10012",SOHO,RENTAL,5290,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleVow/50391/31556567?w=3840&q=75,1,1,Not listed,300,Must be registered to view full listing details,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"Fifth Avenue, Manhattan, NY 10075",UPPER EAST SIDE,RENTAL,5560,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleVow/2570/27419374?w=3840&q=75,1,1,Not listed,650,Must be registered to view full listing details,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"East 54th Street, Manhattan, NY 10022",SUTTON,RENTAL,8350,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleVow/49952/26720532?w=3840&q=75,2,2,Not listed,900,Must be registered to view full listing details,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"68 Troy Avenue, 2R, Brooklyn, NY 11213",CROWN HEIGHTS,CONDO,3000,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/NewTaxi/7711115/mediarouting.vestahub.com/Media/138734359?w=3840&q=75,2,2,Not listed,Not listed,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"15 Broad Street, 1408, Manhattan, NY 10005",FINANCIAL DISTRICT,CONDO,4300,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/NewTaxi/7711087/mediarouting.vestahub.com/Media/138729579?w=3840&q=75,Not listed,1,Not listed,659,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"2 Pierrepont Street, 1004A, Brooklyn, NY 11201",BROOKLYN HEIGHTS,APARTMENT BUILDING,3150,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/NewTaxi/7711083/mediarouting.vestahub.com/Media/138729555?w=3840&q=75,Not listed,1,Not listed,Not listed,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"339 East 57th Street, 6C, Manhattan, NY 10022",SUTTON AREA,APARTMENT BUILDING,2550,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/PropertyAPI/NewTaxi/10208/mediarouting.vestahub.com/Media/42449256?w=3840&q=75,Not listed,1,Not listed,Not listed,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"160 East 22nd Street, 16C, Manhattan, NY 10010",GRAMERCY,CONDO,9500,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/NewTaxi/7710956/mediarouting.vestahub.com/Media/138711039?w=3840&q=75,2,2,Not listed,1135,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"148 Columbia Heights, GARDEN, Brooklyn, NY 11201",BROOKLYN HEIGHTS,MULTI-FAMILY TOWNHOUSE,14000,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/NewTaxi/7710652/mediarouting.vestahub.com/Media/138679257?w=3840&q=75,3,3,Not listed,Not listed,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"15 Paerdegat 14th Street, 1, Brooklyn, NY 11236",CANARSIE,MULTI-FAMILY TOWNHOUSE,2200,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/NewTaxi/7710587/mediarouting.vestahub.com/Media/138731848?w=3840&q=75,1,1,Not listed,Not listed,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"275 Park Avenue, 6T, Brooklyn, NY 11205",CLINTON HILL,APARTMENT BUILDING,4300,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/NewTaxi/7706709/mediarouting.vestahub.com/Media/138459008?w=3840&q=75,Not listed,1,Not listed,950,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"Lawrence Street, Brooklyn, NY 11201",DOWNTOWN BROOKLYN,APARTMENT BUILDING,3594,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/AdAPI/NewTaxi/2276761/mediarouting.vestahub.com/Media/138742279?w=3840&q=75,Not listed,1,Not listed,470,Not listed,Not listed
"Lawrence Street, Brooklyn, NY 11201",DOWNTOWN BROOKLYN,APARTMENT BUILDING,3734,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/AdAPI/NewTaxi/2276760/mediarouting.vestahub.com/Media/138742275?w=3840&q=75,Not listed,1,Not listed,503,Not listed,Not listed
"East 49th Street, Manhattan, NY 10017",MIDTOWN EAST,APARTMENT BUILDING,4075,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/AdAPI/NewTaxi/2276766/mediarouting.vestahub.com/Media/138746851?w=3840&q=75,1,1,Not listed,587,Not listed,Not listed
"East 44th Street, Manhattan, NY 10017",MIDTOWN EAST,APARTMENT BUILDING,4250,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/AdAPI/NewTaxi/2276775/mediarouting.vestahub.com/Media/138749067?w=3840&q=75,1,1,Not listed,Not listed,Not listed,Not listed
"East 12th Street, Manhattan, NY 10003",EAST VILLAGE,APARTMENT BUILDING,5800,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/AdAPI/NewTaxi/2277257/mediarouting.vestahub.com/Media/138781359?w=3840&q=75,2,1,Not listed,733,Not listed,Not listed
"Fourth Avenue, Manhattan, NY 10003",EAST VILLAGE,APARTMENT BUILDING,4750,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/AdAPI/NewTaxi/2277965/mediarouting.vestahub.com/Media/139022650?w=3840&q=75,Not listed,1,Not listed,635,Not listed,Not listed
"East 89th Street, Manhattan, NY 10128",CARNEGIE HILL,APARTMENT BUILDING,2800,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/AdAPI/NewTaxi/2277581/mediarouting.vestahub.com/Media/138965359?w=3840&q=75,1,1,Not listed,463,Not listed,Not listed
"East 79th Street, Manhattan, NY 10021",UPPER EAST SIDE,APARTMENT BUILDING,8895,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/AdAPI/NewTaxi/2277628/mediarouting.vestahub.com/Media/138980416?w=3840&q=75,2,2,1,Not listed,Not listed,Not listed
"909 Elton Street, 1, East New York, NY 11208",EAST NEW YORK,RENTAL,3100,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/RealogyMLS/LI:3501356/9c5de27296097e3e199dfab0fb9171aa?w=3840&q=75,3,1,Not listed,900,Courtesy of Exit Realty First Choice,Not listed
"11-51 47 Avenue, 5A, Long Island City, NY 11101",LONG ISLAND CITY,RENTAL,5790,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/RealogyMLS/LI:3501365/74bdfd56bb378cd94ea4c166f3f37b4e?w=3840&q=75,2,2,Not listed,910,Courtesy of E Realty International Corp,Not listed
"Ann Street, Manhattan, NY 10038",SEAPORT,CONDO,18800,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleVow/50185/26726210?w=3840&q=75,2,3,Not listed,2700,Must be registered to view full listing details,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"West 57th Street, Manhattan, NY 10019",CENTRAL PARK SOUTH,RENTAL,15000,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/default-building-image.jpg?w=3840&q=75,2,2,1,1522,Must be registered to view full listing details,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"West 57th Street, Manhattan, NY 10019",CENTRAL PARK SOUTH,RENTAL,40000,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleVow/50066/26068794?w=3840&q=75,2,3,1,2920,Must be registered to view full listing details,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"East 82nd Street, Manhattan, NY 10028",YORKVILLE,RENTAL,3820,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleVow/50050/31517101?w=3840&q=75,Not listed,1,Not listed,Not listed,Must be registered to view full listing details,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"East 45th Street, Manhattan, NY 10017",TURTLE BAY,RENTAL,5620,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleVow/2951/31723588?w=3840&q=75,1,1,Not listed,600,Must be registered to view full listing details,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"West 56th Street, Manhattan, NY 10019",HELLS KITCHEN,RENTAL,5990,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleVow/50051/26511745?w=3840&q=75,1,1,Not listed,683,Must be registered to view full listing details,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"East 13th Street, Manhattan, NY 10003",EAST VILLAGE,RENTAL,7520,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleVow/49936/31081714?w=3840&q=75,2,2,Not listed,550,Must be registered to view full listing details,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"East 34th Street, Manhattan, NY 10016",MURRAY HILL,RENTAL,8190,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleVow/23811/25765501?w=3840&q=75,2,2,Not listed,1017,Must be registered to view full listing details,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"West 57th Street, Manhattan, NY 10019",CENTRAL PARK SOUTH,RENTAL,24985,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleVow/6409/31332673?w=3840&q=75,2,2,Not listed,1522,Must be registered to view full listing details,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"210 East 68th Street, 3G, Manhattan, NY 10021",UPPER EAST SIDE,APARTMENT BUILDING,6995,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/NewTaxi/7710997/mediarouting.vestahub.com/Media/138746830?w=3840&q=75,2,1,Not listed,1133,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"420 Kent Avenue, 1626, Brooklyn, NY 11249",WILLIAMSBURG,APARTMENT BUILDING,3841,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/NewTaxi/7710982/mediarouting.vestahub.com/Media/138714940?w=3840&q=75,2,1,Not listed,Not listed,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"47-14 11th Street, Queens, NY 11101",LONG ISLAND CITY,MULTI-FAMILY TOWNHOUSE,3300,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/NewTaxi/7710975/mediarouting.vestahub.com/Media/138712933?w=3840&q=75,1,1,Not listed,Not listed,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"132 East 24th Street, 3F, Manhattan, NY 10010",GRAMERCY,APARTMENT BUILDING,3175,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/NewTaxi/7710961/mediarouting.vestahub.com/Media/138972516?w=3840&q=75,1,1,Not listed,700,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"462 West 58th Street, 1A, Manhattan, NY 10019",CLINTON,CONDO,9800,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/NewTaxi/7710887/mediarouting.vestahub.com/Media/138698913?w=3840&q=75,3,2,1,1635,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"526 Lafayette Avenue, 1, Brooklyn, NY 11205",BEDFORD - STUYVESANT,APARTMENT BUILDING,2500,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/NewTaxi/7710646/mediarouting.vestahub.com/Media/138706422?w=3840&q=75,2,1,Not listed,Not listed,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"142 Decatur Street, D2, Brooklyn, NY 11233",BEDFORD - STUYVESANT,CONDOP,2300,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/NewTaxi/7710644/mediarouting.vestahub.com/Media/138909237?w=3840&q=75,1,1,Not listed,Not listed,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
