address,location,type,price,listing_image,beds,baths,half_baths,square_feet,brokerage,attribution
"Second Avenue, Manhattan, NY 10016",KIPS,RENTAL,7400,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleVow/2970/23259002?w=3840&q=75,1,1,Not listed,430,Must be registered to view full listing details,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"321 West 89th Street, 4, Manhattan, NY 10024",UPPER WEST SIDE,RENTAL,3500,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/27724/21374787?w=3840&q=75,2,1,Not listed,Not listed,Courtesy of R New York,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"230 West 126th Street, 23C, Manhattan, NY 10027",WEST HARLEM,RENTAL,4372,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/4630/20760549?w=3840&q=75,2,1,Not listed,840,Courtesy of Weichert Properties,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"324 Grand Street, 4B, Manhattan, NY 10002",CHINATOWN,RENTAL,6300,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/default-building-image.jpg?w=3840&q=75,3,2,Not listed,Not listed,Courtesy of Voro Nyc,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"66 Rockwell Place, 36A, Brooklyn, NY 11217",FORT GREENE,APARTMENT BUILDING,572632,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/NewTaxi/7710255/mediarouting.vestahub.com/Media/138640219?w=3840&q=75,2,2,Not listed,1075,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"198 South 2nd Street, 1E, Brooklyn, NY 11211",WILLIAMSBURG,CONDO,5000,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/NewTaxi/7710177/mediarouting.vestahub.com/Media/138641308?w=3840&q=75,2,1,1,1075,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"131 West 116th Street, 5D, Manhattan, NY 10026",SOUTH HARLEM,APARTMENT BUILDING,2100,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/NewTaxi/7710144/mediarouting.vestahub.com/Media/138636822?w=3840&q=75,Not listed,1,Not listed,Not listed,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"200 West 16th Street, 14G, Manhattan, NY 10011",CHELSEA/HUDSON YARDS,APARTMENT BUILDING,3800,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/NewTaxi/7710065/mediarouting.vestahub.com/Media/138634630?w=3840&q=75,Not listed,1,Not listed,Not listed,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"16 Barrow Street, 2B, Manhattan, NY 10014",WEST VILLAGE,APARTMENT BUILDING,4995,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/NewTaxi/7710064/mediarouting.vestahub.com/Media/138634610?w=3840&q=75,1,1,Not listed,Not listed,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"16 Barrow Street, 3B, Manhattan, NY 10014",WEST VILLAGE,APARTMENT BUILDING,4995,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/NewTaxi/7710063/mediarouting.vestahub.com/Media/138634603?w=3840&q=75,1,1,Not listed,500,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"16 Barrow Street, 3A, Manhattan, NY 10014",WEST VILLAGE,APARTMENT BUILDING,3995,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/NewTaxi/7710062/mediarouting.vestahub.com/Media/138634593?w=3840&q=75,1,1,Not listed,Not listed,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"16 Barrow Street, 2A, Manhattan, NY 10014",WEST VILLAGE,APARTMENT BUILDING,3995,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/NewTaxi/7710057/mediarouting.vestahub.com/Media/138634469?w=3840&q=75,1,1,Not listed,Not listed,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"1627 Park Avenue, 5D, Manhattan, NY 10029",EAST HARLEM,APARTMENT BUILDING,2495,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/NewTaxi/7710044/mediarouting.vestahub.com/Media/138633363?w=3840&q=75,1,1,Not listed,Not listed,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"83-15 Parsons Boulevard, 2I, Queens, NY 11432",JAMAICA HILLS,APARTMENT BUILDING,2246,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/NewTaxi/7710030/mediarouting.vestahub.com/Media/138633343?w=3840&q=75,Not listed,1,Not listed,Not listed,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"150 South 1st Street, 1C, Brooklyn, NY 11211",WILLIAMSBURG,CONDO,8300,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/NewTaxi/7710025/mediarouting.vestahub.com/Media/138635619?w=3840&q=75,3,2,1,1850,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"57 West 75th Street, 2K, Manhattan, NY 10023",UPPER WEST SIDE,APARTMENT BUILDING,9500,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/NewTaxi/7709950/mediarouting.vestahub.com/Media/138890584?w=3840&q=75,4,3,Not listed,Not listed,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"63 Lispenard Street, 4B, Manhattan, NY 10013",TRIBECA,APARTMENT BUILDING,4595,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/NewTaxi/7708568/mediarouting.vestahub.com/Media/138580038?w=3840&q=75,1,1,Not listed,Not listed,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"160 Eagle Street, 2R, Brooklyn, NY 11222",GREENPOINT,MULTI-FAMILY TOWNHOUSE,432318,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/NewTaxi/7707880/mediarouting.vestahub.com/Media/138534246?w=3840&q=75,2,2,Not listed,1184,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"220 East 5th Street, 1, Manhattan, NY 10003",EAST VILLAGE,CONDO,3900,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/NewTaxi/7706634/mediarouting.vestahub.com/Media/138626222?w=3840&q=75,1,1,Not listed,Not listed,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"Broadway, Manhattan, NY 10031",HAMILTON HEIGHTS,CONDO,2300,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/AdAPI/NewTaxi/2276107/mediarouting.vestahub.com/Media/138662203?w=3840&q=75,1,1,Not listed,Not listed,Not listed,Not listed
"West 85th Street, Manhattan, NY 10024",UPPER WEST SIDE,APARTMENT BUILDING,3150,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/AdAPI/NewTaxi/2276709/mediarouting.vestahub.com/Media/138711059?w=3840&q=75,1,1,Not listed,Not listed,Not listed,Not listed
"West 69th Street, Manhattan, NY 10021",UPPER WEST SIDE,APARTMENT BUILDING,4250,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/AdAPI/NewTaxi/2277625/mediarouting.vestahub.com/Media/138980386?w=3840&q=75,1,1,Not listed,Not listed,Not listed,Not listed
"45 Hoyt Street, 18K, Brooklyn, NY 11201",DOWNTOWN BROOKLYN,APARTMENT BUILDING,6282,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/PropertyAPI/NewTaxi/219043/mediarouting.vestahub.com/Media/114155713?w=3840&q=75,2,2,Not listed,1078,Not listed,Not listed
"East 27th Street, Manhattan, NY 10016",KIPS BAY,APARTMENT BUILDING,4355,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/AdAPI/NewTaxi/2276391/mediarouting.vestahub.com/Media/138680939?w=3840&q=75,1,1,Not listed,574,Not listed,Not listed
"30-85 Vernon Boulevard, 6L, Long Island City, NY 11102",LONG ISLAND CITY,RENTAL,2700,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/RealogyMLS/LI:3500065/a724321731d00632c53ed173ffc056e?w=3840&q=75,1,1,Not listed,607,Courtesy of E Realty International Corp,Not listed
"42-50 27th Street, 3C, Long Island City, NY 11101",LONG ISLAND CITY,RENTAL,5700,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/RealogyMLS/LI:3500045/68f4d7ec0d9947c2251f96ac6edf77c?w=3840&q=75,2,2,Not listed,929,Courtesy of Exp Realty,Not listed
"3063 31st Street, 504, Astoria, NY 11102",ASTORIA,RENTAL,2800,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/RealogyMLS/LI:3500071/87b9a49f3c7d03b98f84d96c396d209e?w=3840&q=75,1,1,Not listed,572,Courtesy of E Realty International Corp,Not listed
"11-24 31st Avenue, 13E, Astoria, NY 11106",ASTORIA,RENTAL,4700,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/RealogyMLS/LI:3499836/38d182ba8e5c69e074b3d3f82c27c6b2?w=3840&q=75,2,2,Not listed,1285,Courtesy of Merit Group Associates Corp,Not listed
"325 Lexington Avenue, 19B, Manhattan, NY 10016",MURRAY HILL,CONDO,5900,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/47833/22609172?w=3840&q=75,1,1,Not listed,Not listed,Courtesy of Compass,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"300 East 64th Street, 15B, Manhattan, NY 10021",UPPER EAST SIDE,CONDO,4300,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/47508/21918784?w=3840&q=75,1,1,Not listed,636,Courtesy of Douglas Elliman Real Estate,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"135 E 50th St., 2C, Manhattan, NY 10022",MIDTOWN EAST,RENTAL,2450,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/47044/21498088?w=3840&q=75,Not listed,1,Not listed,Not listed,Courtesy of Living New York,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"425 Fifth Avenue, PH, Manhattan, NY 10016",MIDDLE WEST SIDE,CONDO,19995,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/default-building-image.jpg?w=3840&q=75,5,5,Not listed,4000,Courtesy of R S N Y Realty Llc,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"409 West 52nd Street, 2W, Manhattan, NY 10019",CLINTON,RENTAL,3295,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/default-building-image.jpg?w=3840&q=75,2,1,Not listed,Not listed,Courtesy of City Connections Realty Inc,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"957 Park Avenue, 1B, Manhattan, NY 10028",UPPER EAST SIDE,RENTAL,3995,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/47132/22728848?w=3840&q=75,1,2,1,Not listed,Courtesy of City Connections Realty Inc,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"260 West 26th Street, 12H, Manhattan, NY 10001",CHELSEA,RENTAL,7445,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/47124/22689849?w=3840&q=75,2,2,Not listed,Not listed,Courtesy of The Heller Organization Inc,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"590 6th Street, L3, Brooklyn, NY 11215",PARK SLOPE,CONDO,8250,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/47050/21982614?w=3840&q=75,3,2,Not listed,1178,Courtesy of Compass,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"2159 5th Ave, 2C, Manhattan, NY 10037",TRIBECA,RENTAL,2500,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/47100/22766953?w=3840&q=75,2,1,Not listed,Not listed,Courtesy of Highline Residential Llc,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"22 North 6th Street, 16F, Brooklyn, NY 11249",WILLIAMSBURG,CONDO,4200,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/47048/21954113?w=3840&q=75,1,1,Not listed,Not listed,Courtesy of Compass,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"75 West End Avenue, C22A, Manhattan, NY 10023",UPPER WEST SIDE,CONDO,6000,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/47092/21406276?w=3840&q=75,2,2,Not listed,Not listed,Courtesy of Douglas Elliman Real Estate,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"731 Saint Nicholas Avenue, 4A, Manhattan, NY 10031",HAMILTON HEIGHTS,TOWNHOUSE,2100,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/47090/21822911?w=3840&q=75,1,1,Not listed,Not listed,Courtesy of Compass,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"225 Central Park North, 58, Manhattan, NY 10026",HARLEM,RENTAL,6000,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/47043/22486376?w=3840&q=75,4,2,Not listed,1400,Courtesy of Stone Crest Inc,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"80 Madison Avenue, 6B, Manhattan, NY 10173",NOMAD,RENTAL,3350,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/47080/21185543?w=3840&q=75,Not listed,1,Not listed,Not listed,Courtesy of Mirador Real Estate Llc,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"West End Avenue, Manhattan, NY 10023",LINCOLN SQ,RENTAL,5910,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleVow/48697/29083032?w=3840&q=75,1,1,Not listed,689,Must be registered to view full listing details,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"853 Saint Nicholas Avenue, 403, Manhattan, NY 10031",HAMILTON HEIGHTS,RENTAL,3495,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/47069/21972462?w=3840&q=75,3,1,Not listed,Not listed,Courtesy of Compass,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"253 Wyckoff Avenue, 2, Brooklyn, NY 11237",BUSHWICK,TOWNHOUSE,4975,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/47066/21960156?w=3840&q=75,3,2,Not listed,873,Courtesy of Compass,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"110 Bennett Avenue, 4A, Manhattan, NY 10033",HUDSON HEIGHTS,RENTAL,2595,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/47064/21725099?w=3840&q=75,1,1,Not listed,616,Courtesy of Compass,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"110 Bennett Avenue, 4D, Manhattan, NY 10033",HUDSON HEIGHTS,RENTAL,3200,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/47065/21921133?w=3840&q=75,2,1,Not listed,863,Courtesy of Compass,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"35 West 33rd Street, 26C, Manhattan, NY 10001",MIDTOWN WEST,RENTAL,3675,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/47052/21768084?w=3840&q=75,Not listed,1,Not listed,425,Courtesy of Compass,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"973 Columbus Avenue, 4C, Manhattan, NY 10025",MANHATTAN VALLEY,RENTAL,3200,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/47038/21974231?w=3840&q=75,2,1,Not listed,Not listed,Courtesy of Compass,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"24 Starr Street, 1F, Brooklyn, NY 11221",BUSHWICK,CONDO,3565,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/47037/21204376?w=3840&q=75,2,2,1,Not listed,Courtesy of Brown Harris Stevens Residential Sales Llc,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"195 Meserole Street, 2R, Brooklyn, NY 11206",WILLIAMSBURG,CO-OP,4460,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/47035/21204361?w=3840&q=75,2,1,Not listed,690,Courtesy of Brown Harris Stevens Residential Sales Llc,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"242 Madison Street, 3L, Brooklyn, NY 11216",BEDFORD STUYVESANT,CONDO,3895,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/47036/21204370?w=3840&q=75,5,2,Not listed,Not listed,Courtesy of Brown Harris Stevens Residential Sales Llc,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"320 East 42nd Street, 2512, Manhattan, NY 10017",TUDOR CITY,CO-OP,2600,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/47032/21121768?w=3840&q=75,Not listed,1,Not listed,Not listed,Courtesy of Compass,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"330 East 54th Street, 5C, Manhattan, NY 10022",SUTTON PLACE,RENTAL,2450,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/47028/21685066?w=3840&q=75,Not listed,1,Not listed,Not listed,Courtesy of Beekman Street Realty Llc,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"1 Christopher Street, 4F, Manhattan, NY 10014",GREENWICH VILLAGE/WE,RENTAL,5650,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/47029/22757464?w=3840&q=75,Not listed,1,Not listed,Not listed,Courtesy of Bond New York Properties Llc,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"1 Christopher Street, 3A, Manhattan, NY 10014",GREENWICH VILLAGE/WE,RENTAL,6450,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/47030/22757476?w=3840&q=75,1,1,Not listed,Not listed,Courtesy of Bond New York Properties Llc,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"49 Grove Street, 2E, Manhattan, NY 10014",W. GREENWICH VILLAGE,RENTAL,8595,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/default-building-image.jpg?w=3840&q=75,3,2,Not listed,Not listed,Courtesy of City Connections Realty Inc,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"487 Clinton Avenue, 1D, Brooklyn, NY 11238",CLINTON HILL,CONDO,2650,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/47018/21204382?w=3840&q=75,Not listed,1,Not listed,Not listed,Courtesy of Brown Harris Stevens Residential Sales Llc,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"305 Riverside Drive, 8D, Manhattan, NY 10025",UPPER WEST SIDE,RENTAL,6000,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/47010/21609068?w=3840&q=75,2,1,Not listed,1000,Courtesy of Stone Crest Inc,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"1 Christopher Street, 11A, Manhattan, NY 10014",GREENWICH VILLAGE/WE,RENTAL,7995,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/47011/21119681?w=3840&q=75,1,1,Not listed,Not listed,Courtesy of Bond New York Properties Llc,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"417 East 78th Street, 3A, Manhattan, NY 10075",UPPER EAST SIDE,CO-OP,2145,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/47007/21960180?w=3840&q=75,Not listed,1,Not listed,Not listed,Courtesy of Compass,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"436 Fort Washington Avenue, 5D, Manhattan, NY 10033",HUDSON HEIGHTS,RENTAL,2526,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/46998/21807518?w=3840&q=75,1,1,Not listed,Not listed,Courtesy of Bohemia Realty Group Llc,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"730 West 183rd Street, 2D, Manhattan, NY 10033",HUDSON HEIGHTS,RENTAL,3450,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/46999/21808499?w=3840&q=75,3,1,Not listed,Not listed,Courtesy of Bohemia Realty Group Llc,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"110 Livingston Street, 4J, Brooklyn, NY 11201",DOWNTOWN,CONDO,6500,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/46996/22576582?w=3840&q=75,2,2,Not listed,1003,Courtesy of Compass,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"636 Grand Street, 3, Brooklyn, NY 11211",NULL,CONDO,5450,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/46993/21114718?w=3840&q=75,3,1,Not listed,Not listed,Courtesy of Douglas Elliman Real Estate,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"345 East 80th Street, 12F, Manhattan, NY 10075",UPPER EAST SIDE,CONDO,5300,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/46989/21952705?w=3840&q=75,2,1,Not listed,929,Courtesy of Compass,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"10 Rutgers Street, C4, Manhattan, NY 10002",LOWER EAST SIDE,RENTAL,5695,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/46986/22532906?w=3840&q=75,2,1,Not listed,Not listed,Courtesy of Real New York,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"300 West 55th Street, 3H, Manhattan, NY 10019",MIDTOWN WEST,RENTAL,3700,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/46987/21191996?w=3840&q=75,1,1,Not listed,Not listed,Courtesy of Real New York,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"270 15 Street, 6, Brooklyn, NY 11215",PARK SLOPE,RENTAL,3700,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/46982/22763453?w=3840&q=75,3,1,Not listed,Not listed,Courtesy of Highline Residential Llc,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"2 Charlton Street, 11B, Manhattan, NY 10013",SOHO,CO-OP,5200,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/46965/22322809?w=3840&q=75,1,1,Not listed,Not listed,Courtesy of Brown Harris Stevens Residential Sales Llc,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"545 West 158th Street, 62, Manhattan, NY 10032",WASHINGTON HEIGHTS,RENTAL,3500,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/46952/21369107?w=3840&q=75,4,1,Not listed,Not listed,Courtesy of Real New York,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"40 Sutton Place, 6J, Manhattan, NY 10022",MIDDLE EAST SIDE,CONDO,3795,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/46950/21204390?w=3840&q=75,1,1,Not listed,605,Courtesy of Brown Harris Stevens Residential Sales Llc,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"77 West 55th Street, 3B, Manhattan, NY 10019",MIDTOWN WEST,CONDO,5800,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/46946/21499381?w=3840&q=75,3,2,Not listed,1250,Courtesy of Leven Real Estate,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
